,price,year,area,rooms,floor,tot_floors,cent_heat,rem_heat,intercom,internet,cable,sewer,aircon,elevator,new,parking,basement,phone,terrace,being_built,papers,enterable,euro_per_sqm,latitude,longitude,D0,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12
61,155000.0,2008.0,83.0,2.0,3.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1867.46987952,44.782107,20.4700167,0,0,0,0,0,0,0,0,1,0,0,0,0
63,42300.0,2011.0,38.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1113.15789474,44.84408215,20.4002931015,0,0,0,0,0,0,0,0,0,0,1,0,0
64,275000.0,2008.0,195.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1410.25641026,44.8458937,20.4105309,0,0,0,0,0,0,1,0,0,0,0,0,0
65,199011.0,2010.0,152.0,4.0,7.0,7.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1309.28289474,44.7927284,20.4874021,0,0,0,0,0,0,0,0,0,1,0,0,0
66,35200.0,2017.0,40.0,2.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,880.0,44.850996,20.3659363,0,0,0,0,0,0,0,0,0,0,1,0,0
67,198500.0,2016.0,159.0,5.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1248.42767296,44.4030973,20.2699237,0,0,0,0,0,0,0,0,0,1,0,0,0
68,320000.0,2012.0,140.0,4.0,2.0,5.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2285.71428571,44.802717,20.4750438,0,0,0,0,0,0,0,0,0,1,0,0,0
69,260000.0,1981.0,137.0,5.0,4.0,6.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1897.81021898,44.7979812,20.4794177,0,0,0,0,0,0,0,0,0,1,0,0,0
70,125000.0,1996.0,88.0,3.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1420.45454545,44.801974,20.4748074,0,0,0,0,0,0,0,0,0,1,0,0,0
71,494000.0,1985.0,200.0,4.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2470.0,44.7938128,20.4407383,0,0,0,0,0,1,0,0,0,0,0,0,0
72,50800.0,2017.0,64.0,3.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,793.75,44.850996,20.3659363,0,0,0,0,0,0,0,0,0,0,1,0,0
73,343848.0,2016.0,143.27,4.0,7.0,7.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2400.0,44.7979812,20.4794177,0,0,0,0,0,0,0,0,0,1,0,0,0
74,285824.0,2016.0,129.92,3.0,3.0,7.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2200.0,44.7979812,20.4794177,0,0,0,0,0,0,0,0,0,1,0,0,0
75,55000.0,1970.0,82.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,670.731707317,44.74789535,20.4428682944,0,0,0,0,1,0,0,0,0,0,0,0,0
76,420000.0,1938.0,230.0,5.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1826.08695652,44.8217404,20.4620074,0,0,0,0,0,0,1,0,0,0,0,0,0
77,55000.0,1980.0,59.0,3.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,932.203389831,44.7744628,20.4102473,0,0,0,0,0,0,0,0,0,0,0,0,1
78,52000.0,1980.0,43.0,1.5,7.0,13.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1209.30232558,44.7578413,20.4597908,0,0,0,0,1,0,0,0,0,0,0,0,0
79,89900.0,1936.0,48.0,2.0,3.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1872.91666667,44.7985904,20.4766525,0,0,0,0,0,0,0,0,0,1,0,0,0
80,48500.0,1980.0,41.0,1.5,7.0,10.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1182.92682927,44.7862692,20.5299115,0,0,0,0,0,0,0,0,0,0,0,1,0
81,199000.0,1973.0,138.0,5.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1442.02898551,44.8035384,20.4800925,0,0,0,0,0,0,0,0,0,0,0,1,0
82,141430.0,2017.0,141.0,3.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1003.04964539,44.816912,20.5338566,0,0,0,1,0,0,0,0,0,0,0,0,0
83,145000.0,1939.0,85.0,3.5,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1705.88235294,44.8119513,20.4743584,0,0,0,1,0,0,0,0,0,0,0,0,0
84,149000.0,1990.0,83.0,3.0,4.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1795.18072289,44.8165879,20.4769848,0,0,0,1,0,0,0,0,0,0,0,0,0
85,99000.0,2008.0,52.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1903.84615385,44.7633143,20.4593534,0,0,0,0,0,1,0,0,0,0,0,0,0
86,175500.0,2014.0,87.0,3.0,7.0,7.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2017.24137931,44.7937475,20.478355,0,0,0,0,0,0,0,0,0,1,0,0,0
87,55600.0,2014.0,35.0,1.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1588.57142857,44.7889418,20.4774293,0,0,0,0,0,0,0,0,1,0,0,0,0
88,88000.0,2011.0,44.0,2.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2000.0,44.7795022,20.4706712,0,0,0,0,0,0,0,0,1,0,0,0,0
89,97600.0,2014.0,59.0,2.0,3.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1654.23728814,44.8028399,20.488388,0,0,0,0,0,0,0,0,0,0,0,1,0
90,60000.0,2009.0,65.0,3.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,923.076923077,44.81158,20.5497665,0,0,0,1,0,0,0,0,0,0,0,0,0
91,115200.0,2014.0,70.0,3.0,2.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1645.71428571,44.8028399,20.488388,0,0,0,0,0,0,0,0,0,0,0,1,0
92,119000.0,2016.0,52.0,2.0,3.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2288.46153846,44.7863832,20.5156806,0,0,0,0,0,0,0,0,0,0,0,1,0
93,56000.0,1985.0,54.0,1.5,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1037.03703704,44.7945089,20.5359119,0,0,0,0,0,0,0,0,0,0,0,1,0
94,299000.0,1990.0,111.0,3.0,3.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2693.69369369,44.7977824,20.4860597,0,0,0,0,0,0,0,0,0,1,0,0,0
95,93000.0,2011.0,50.0,1.5,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1860.0,44.3717733,20.2585583,0,0,0,0,0,0,0,0,0,0,0,1,0
96,63000.0,1999.0,66.0,2.5,7.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,954.545454545,44.7722621,20.5130357,0,0,0,0,0,0,0,0,1,0,0,0,0
97,198000.0,1932.0,110.0,4.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1800.0,44.8135267,20.4597752,0,0,0,0,0,0,1,0,0,0,0,0,0
