"_type","features","main_data","raw_info"
"dict","Uknjiženo,Telefon,Lift,Centralno grejanje,Terasa,Interfon,Podrum","stan,90000.00 EUR,95.00 m,2,Beograd,Čukarica,Banovo brdo,Toše Jovanovića,6,7,5,1986","Tip: ,stan, ,Cena: ,90000.00 EUR, ,Površina: ,95.00 m,2, ,Grad: ,Beograd, ,Opština: ,Čukarica, ,Deo: ,Banovo brdo, ,Ulica: ,Toše Jovanovića, ,Sprat: ,6, ,Spratnost: ,7, ,Soba: ,5, ,Godina izgradnje: ,1986, ,Moj Kvadrat doo,011/334 88 36,065/303 94 39,http://www.kvadratnekretnine.com"
"dict","Centralno grejanje,Terasa,Interfon","stan,55000.00 EUR,32.00 m,2,Beograd,Voždovac,Trošarina,Pazinska,2,3,0.5,2014","Tip: ,stan, ,Cena: ,55000.00 EUR, ,Površina: ,32.00 m,2, ,Grad: ,Beograd, ,Opština: ,Voždovac, ,Deo: ,Trošarina, ,Ulica: ,Pazinska, ,Sprat: ,2, ,Spratnost: ,3, ,Soba: ,0.5, ,Godina izgradnje: ,2014, ,Moj Kvadrat doo,011/334 88 36,065/303 94 39,http://www.kvadratnekretnine.com"
"dict","Terasa","stan,42000.00 EUR,47.00 m,2,Beograd,Palilula,Krnjača,Grge Andrijanovića,1,3,1,2002","Tip: ,stan, ,Cena: ,42000.00 EUR, ,Površina: ,47.00 m,2, ,Grad: ,Beograd, ,Opština: ,Palilula, ,Deo: ,Krnjača, ,Ulica: ,Grge Andrijanovića, ,Sprat: ,1, ,Spratnost: ,3, ,Soba: ,1, ,Godina izgradnje: ,2002, ,Moj Kvadrat doo,011/334 88 36,065/303 94 39,http://www.kvadratnekretnine.com"
"dict","Uknjiženo,Useljivo,Telefon,Kablovska,Internet,Klima,Parking,Centralno grejanje,Interfon,Podrum","stan,109900.00 EUR,75.00 m,2,Beograd,Palilula,Profesorska kolonija,Braće Grim,1,4,3,1957","Tip: ,stan, ,Cena: ,109900.00 EUR, ,Površina: ,75.00 m,2, ,Grad: ,Beograd, ,Opština: ,Palilula, ,Deo: ,Profesorska kolonija, ,Ulica: ,Braće Grim, ,Sprat: ,1, ,Spratnost: ,4, ,Soba: ,3, ,Godina izgradnje: ,1957, ,Nekretnine Quart,0621545778"
"dict","Uknjiženo,Useljivo,Telefon,Kablovska,Internet,Klima,Parking,Interfon,Podrum","stan,62500.00 EUR,52.00 m,2,Beograd,Voždovac,Saobraćajni fakultet,Kostolačka,4,2.5,1975","Tip: ,stan, ,Cena: ,62500.00 EUR, ,Površina: ,52.00 m,2, ,Grad: ,Beograd, ,Opština: ,Voždovac, ,Deo: ,Saobraćajni fakultet, ,Ulica: ,Kostolačka, ,Spratnost: ,4, ,Soba: ,2.5, ,Godina izgradnje: ,1975, ,Galerija nekretnine,011/ 334-8251, 011/770-3832,065/233-5260,http://www.galerijanekretnine.com"
"dict","Telefon,Kablovska,Internet,Lift,Parking,Centralno grejanje,Novogradnja,Terasa,Interfon,Podrum","stan,235000.00 EUR,145.00 m,2,Beograd,Zvezdara,Đeram pijaca,Marka Oreškovića,4,4,4","Tip: ,stan, ,Cena: ,235000.00 EUR, ,Površina: ,145.00 m,2, ,Grad: ,Beograd, ,Opština: ,Zvezdara, ,Deo: ,Đeram pijaca, ,Ulica: ,Marka Oreškovića, ,Sprat: ,4, ,Spratnost: ,4, ,Soba: ,4, ,CodexNekretnine,011/311-6148,060/311-6148,www.codex-nekretnine.rs"
"dict","Uknjiženo,Useljivo,Parking,Centralno grejanje,Terasa,Podrum","stan,99900.00 EUR,72.00 m,2,Beograd,Vračar,Čubura,Šumatovačka,3,4,2.5","Tip: ,stan, ,Cena: ,99900.00 EUR, ,Površina: ,72.00 m,2, ,Grad: ,Beograd, ,Opština: ,Vračar, ,Deo: ,Čubura, ,Ulica: ,Šumatovačka, ,Sprat: ,3, ,Spratnost: ,4, ,Soba: ,2.5, ,Premija nekretnine,011/7151-990,064/2180-990,www.premijanekretnine.com"
"dict","Uknjiženo,Lift,Terasa","stan,87000.00 EUR,41.00 m,2,Beograd,Stari grad,Centar (Stari grad),Kosovska,4,6,1.5","Tip: ,stan, ,Cena: ,87000.00 EUR, ,Površina: ,41.00 m,2, ,Grad: ,Beograd, ,Opština: ,Stari grad, ,Deo: ,Centar (Stari grad), ,Ulica: ,Kosovska, ,Sprat: ,4, ,Spratnost: ,6, ,Soba: ,1.5, ,Premija nekretnine,011/7151-990,064/2180-990,www.premijanekretnine.com"
"dict","Telefon,Parking,Terasa","stan,34000.00 EUR,38.00 m,2,Beograd,Palilula,Karaburma,Jelenka Mihailovića,3,3,1.5,2010","Tip: ,stan, ,Cena: ,34000.00 EUR, ,Površina: ,38.00 m,2, ,Grad: ,Beograd, ,Opština: ,Palilula, ,Deo: ,Karaburma, ,Ulica: ,Jelenka Mihailovića, ,Sprat: ,3, ,Spratnost: ,3, ,Soba: ,1.5, ,Godina izgradnje: ,2010, ,Moj Kvadrat doo,011/334 88 36,065/303 94 39,http://www.kvadratnekretnine.com"
"dict","Uknjiženo,Useljivo,Telefon,Kablovska,Terasa,Podrum","stan,65000.00 EUR,60.00 m,2,Beograd,Čukarica,Bele vode,Buda Tomovića,3,2","Tip: ,stan, ,Cena: ,65000.00 EUR, ,Površina: ,60.00 m,2, ,Grad: ,Beograd, ,Opština: ,Čukarica, ,Deo: ,Bele vode, ,Ulica: ,Buda Tomovića, ,Spratnost: ,3, ,Soba: ,2, ,Radošević nekretnine,069/166-3688,063/623-581,http://www.radosevic-nekretnine.com/"
"dict","Uknjiženo,Useljivo,Telefon,Kablovska,Internet,Klima,Lift,Parking,Daljinsko grejanje,Centralno grejanje,Kanalizacija,Terasa,Interfon,Podrum","stan,49000.00 EUR,44.00 m,2,Beograd,Voždovac,Braće Jerković,brace jerkovic-pijaca,4,6,1.5","Tip: ,stan, ,Cena: ,49000.00 EUR, ,Površina: ,44.00 m,2, ,Grad: ,Beograd, ,Opština: ,Voždovac, ,Deo: ,Braće Jerković, ,Ulica: ,brace jerkovic-pijaca, ,Sprat: ,4, ,Spratnost: ,6, ,Soba: ,1.5, ,Vladimir Vukicevic,063/1148494"
"dict","Uknjiženo,Parking,Centralno grejanje","stan,38000.00 EUR,66.00 m,2,Beograd,Palilula,Borča 5,Hopovska,4,4,3","Tip: ,stan, ,Cena: ,38000.00 EUR, ,Površina: ,66.00 m,2, ,Grad: ,Beograd, ,Opština: ,Palilula, ,Deo: ,Borča 5, ,Ulica: ,Hopovska, ,Sprat: ,4, ,Spratnost: ,4, ,Soba: ,3, ,Premija nekretnine,011/7151-990,064/2180-990,www.premijanekretnine.com"
"dict","Uknjiženo,Telefon,Kablovska,Lift,Centralno grejanje","stan,49000.00 EUR,38.00 m,2,Beograd,Zvezdara,Cvetkova pijaca,Vladimira Gortana,6,0.5,2015","Tip: ,stan, ,Cena: ,49000.00 EUR, ,Površina: ,38.00 m,2, ,Grad: ,Beograd, ,Opština: ,Zvezdara, ,Deo: ,Cvetkova pijaca, ,Ulica: ,Vladimira Gortana, ,Spratnost: ,6, ,Soba: ,0.5, ,Godina izgradnje: ,2015, ,Galerija nekretnine,011/ 334-8251, 011/770-3832,065/233-5260,http://www.galerijanekretnine.com"
"dict","Useljivo,Telefon,Terasa,Interfon","stan,85000.00 EUR,86.00 m,2,Beograd,Čukarica,Žarkovo,Spasovdanska,3,4,2002","Tip: ,stan, ,Cena: ,85000.00 EUR, ,Površina: ,86.00 m,2, ,Grad: ,Beograd, ,Opština: ,Čukarica, ,Deo: ,Žarkovo, ,Ulica: ,Spasovdanska, ,Spratnost: ,3, ,Soba: ,4, ,Godina izgradnje: ,2002, ,Moj Kvadrat doo,011/334 88 36,065/303 94 39,http://www.kvadratnekretnine.com"
"dict","Uknjiženo,Telefon,Lift,Centralno grejanje,Interfon","stan,200000.00 EUR,53.00 m,2,Beograd,Stari grad,Centar (Stari grad),Knez Mihaila,1,6,2","Tip: ,stan, ,Cena: ,200000.00 EUR, ,Površina: ,53.00 m,2, ,Grad: ,Beograd, ,Opština: ,Stari grad, ,Deo: ,Centar (Stari grad), ,Ulica: ,Knez Mihaila, ,Sprat: ,1, ,Spratnost: ,6, ,Soba: ,2, ,Moj Kvadrat doo,011/334 88 36,065/303 94 39,http://www.kvadratnekretnine.com"
"dict","Uknjiženo,Telefon,Lift,Centralno grejanje,Terasa,Interfon","stan,120000.00 EUR,93.00 m,2,Beograd,Palilula,Centar (Palilula),Porečka,5,8,3.5","Tip: ,stan, ,Cena: ,120000.00 EUR, ,Površina: ,93.00 m,2, ,Grad: ,Beograd, ,Opština: ,Palilula, ,Deo: ,Centar (Palilula), ,Ulica: ,Porečka, ,Sprat: ,5, ,Spratnost: ,8, ,Soba: ,3.5, ,Moj Kvadrat doo,011/334 88 36,065/303 94 39,http://www.kvadratnekretnine.com"
"dict","Uknjiženo,Telefon,Parking,Terasa,Interfon,Podrum","stan,170000.00 EUR,118.00 m,2,Beograd,Voždovac,Lekino brdo,Kruševačka,2,4,2008","Tip: ,stan, ,Cena: ,170000.00 EUR, ,Površina: ,118.00 m,2, ,Grad: ,Beograd, ,Opština: ,Voždovac, ,Deo: ,Lekino brdo, ,Ulica: ,Kruševačka, ,Spratnost: ,2, ,Soba: ,4, ,Godina izgradnje: ,2008, ,Moj Kvadrat doo,011/334 88 36,065/303 94 39,http://www.kvadratnekretnine.com"
"dict","Uknjiženo,Telefon,Parking,Terasa,Interfon,Podrum","stan,119000.00 EUR,136.00 m,2,Beograd,Zvezdara,Olimp,Novobrdska,1,4,1980","Tip: ,stan, ,Cena: ,119000.00 EUR, ,Površina: ,136.00 m,2, ,Grad: ,Beograd, ,Opština: ,Zvezdara, ,Deo: ,Olimp, ,Ulica: ,Novobrdska, ,Spratnost: ,1, ,Soba: ,4, ,Godina izgradnje: ,1980, ,Moj Kvadrat doo,011/334 88 36,065/303 94 39,http://www.kvadratnekretnine.com"
"dict","Uknjiženo,Parking,Centralno grejanje,Terasa,Podrum","stan,51000.00 EUR,64.00 m,2,Beograd,Palilula,Borča 5,Drinske divizije,1,5,2","Tip: ,stan, ,Cena: ,51000.00 EUR, ,Površina: ,64.00 m,2, ,Grad: ,Beograd, ,Opština: ,Palilula, ,Deo: ,Borča 5, ,Ulica: ,Drinske divizije, ,Sprat: ,1, ,Spratnost: ,5, ,Soba: ,2, ,Premija nekretnine,011/7151-990,064/2180-990,www.premijanekretnine.com"
"dict","Uknjiženo,Telefon,Lift,Centralno grejanje,Novogradnja,Terasa,Interfon,Podrum","stan,226000.00 EUR,126.00 m,2,Beograd,Palilula,Tašmajdan,Dalmatinska,3,5,4,2011","Tip: ,stan, ,Cena: ,226000.00 EUR, ,Površina: ,126.00 m,2, ,Grad: ,Beograd, ,Opština: ,Palilula, ,Deo: ,Tašmajdan, ,Ulica: ,Dalmatinska, ,Sprat: ,3, ,Spratnost: ,5, ,Soba: ,4, ,Godina izgradnje: ,2011, ,Moj Kvadrat doo,011/334 88 36,065/303 94 39,http://www.kvadratnekretnine.com"
"dict","Uknjiženo,Centralno grejanje,Terasa,Interfon,Podrum","stan,74000.00 EUR,102.00 m,2,Beograd,Rakovica,Skojevsko naselje,Snežane Hrepevnik,2,3,2,1975","Tip: ,stan, ,Cena: ,74000.00 EUR, ,Površina: ,102.00 m,2, ,Grad: ,Beograd, ,Opština: ,Rakovica, ,Deo: ,Skojevsko naselje, ,Ulica: ,Snežane Hrepevnik, ,Sprat: ,2, ,Spratnost: ,3, ,Soba: ,2, ,Godina izgradnje: ,1975, ,Moj Kvadrat doo,011/334 88 36,065/303 94 39,http://www.kvadratnekretnine.com"
"dict","Uknjiženo,Useljivo,Telefon,Centralno grejanje,Interfon,Podrum","stan,105000.00 EUR,75.00 m,2,Beograd,Voždovac,Lekino brdo,Vidska,1,4,3,1965","Tip: ,stan, ,Cena: ,105000.00 EUR, ,Površina: ,75.00 m,2, ,Grad: ,Beograd, ,Opština: ,Voždovac, ,Deo: ,Lekino brdo, ,Ulica: ,Vidska, ,Sprat: ,1, ,Spratnost: ,4, ,Soba: ,3, ,Godina izgradnje: ,1965, ,Moj Kvadrat doo,011/334 88 36,065/303 94 39,http://www.kvadratnekretnine.com"
"dict","Uknjiženo,Lift,Parking,Terasa,Podrum","stan,147380.00 EUR,74.00 m,2,Beograd,Stari grad,Donji Dorćol,Mihizova,2,4,2","Tip: ,stan, ,Cena: ,147380.00 EUR, ,Površina: ,74.00 m,2, ,Grad: ,Beograd, ,Opština: ,Stari grad, ,Deo: ,Donji Dorćol, ,Ulica: ,Mihizova, ,Sprat: ,2, ,Spratnost: ,4, ,Soba: ,2, ,Premija nekretnine,011/7151-990,064/2180-990,www.premijanekretnine.com"
"dict","Uknjiženo,Lift,Centralno grejanje,Terasa","stan,59000.00 EUR,57.00 m,2,Beograd,Novi Beograd,Bežanijska kosa,Pere Segedinca,15,18,3","Tip: ,stan, ,Cena: ,59000.00 EUR, ,Površina: ,57.00 m,2, ,Grad: ,Beograd, ,Opština: ,Novi Beograd, ,Deo: ,Bežanijska kosa, ,Ulica: ,Pere Segedinca, ,Sprat: ,15, ,Spratnost: ,18, ,Soba: ,3, ,ART nekretnine,011 241 30 63,069 581 55 56"
"dict","Uknjiženo,Kablovska,Internet,Terasa","stan,95000.00 EUR,85.00 m,2,Beograd,Voždovac,Autokomanda,Ustanička,1,4,3.5,1961","Tip: ,stan, ,Cena: ,95000.00 EUR, ,Površina: ,85.00 m,2, ,Grad: ,Beograd, ,Opština: ,Voždovac, ,Deo: ,Autokomanda, ,Ulica: ,Ustanička, ,Sprat: ,1, ,Spratnost: ,4, ,Soba: ,3.5, ,Godina izgradnje: ,1961, ,Agencija Ataše nekretnine,011/4054407, 011/4055640,065/241-3-404,http://www.atasenekretnine.rs/"
"dict","Uknjiženo,Terasa,Podrum","stan,62000.00 EUR,63.00 m,2,Beograd,Zemun,Gornji grad,Alaska,1,4,3","Tip: ,stan, ,Cena: ,62000.00 EUR, ,Površina: ,63.00 m,2, ,Grad: ,Beograd, ,Opština: ,Zemun, ,Deo: ,Gornji grad, ,Ulica: ,Alaska, ,Sprat: ,1, ,Spratnost: ,4, ,Soba: ,3, ,Premija nekretnine,011/7151-990,064/2180-990,www.premijanekretnine.com"
"dict","Uknjiženo,Useljivo,Kablovska,Internet,Klima,Lift,Centralno grejanje,Interfon","stan,209000.00 EUR,113.00 m,2,Beograd,Stari grad,Dorćol,Dositejeva,4,5,4,2007","Tip: ,stan, ,Cena: ,209000.00 EUR, ,Površina: ,113.00 m,2, ,Grad: ,Beograd, ,Opština: ,Stari grad, ,Deo: ,Dorćol, ,Ulica: ,Dositejeva, ,Sprat: ,4, ,Spratnost: ,5, ,Soba: ,4, ,Godina izgradnje: ,2007, ,bane obradovic,0621545778"
"dict","Parking,Novogradnja,Terasa","stan,37000.00 EUR,43.00 m,2,Beograd,Palilula,Krnjača,Igora Vasiljeva,1,4,1.5","Tip: ,stan, ,Cena: ,37000.00 EUR, ,Površina: ,43.00 m,2, ,Grad: ,Beograd, ,Opština: ,Palilula, ,Deo: ,Krnjača, ,Ulica: ,Igora Vasiljeva, ,Sprat: ,1, ,Spratnost: ,4, ,Soba: ,1.5, ,Premija nekretnine,011/7151-990,064/2180-990,www.premijanekretnine.com"
"dict","Uknjiženo,Telefon,Parking,Centralno grejanje,Terasa,Interfon","stan,38000.00 EUR,37.00 m,2,Beograd,Voždovac,Šumice,Strumička,4,4,1","Tip: ,stan, ,Cena: ,38000.00 EUR, ,Površina: ,37.00 m,2, ,Grad: ,Beograd, ,Opština: ,Voždovac, ,Deo: ,Šumice, ,Ulica: ,Strumička, ,Sprat: ,4, ,Spratnost: ,4, ,Soba: ,1, ,Moj Kvadrat doo,011/334 88 36,065/303 94 39,http://www.kvadratnekretnine.com"
"dict","Telefon,Parking,Terasa,Interfon,Podrum","stan,120000.00 EUR,85.00 m,2,Beograd,Čukarica,Banovo brdo,Ivorska,1,3","Tip: ,stan, ,Cena: ,120000.00 EUR, ,Površina: ,85.00 m,2, ,Grad: ,Beograd, ,Opština: ,Čukarica, ,Deo: ,Banovo brdo, ,Ulica: ,Ivorska, ,Spratnost: ,1, ,Soba: ,3, ,Moj Kvadrat doo,011/334 88 36,065/303 94 39,http://www.kvadratnekretnine.com"
"dict","Uknjiženo,Telefon,Kablovska,Lift,Centralno grejanje,Terasa,Interfon,Podrum","stan,55000.00 EUR,55.00 m,2,Beograd,Zvezdara,Mirijevo,Ivana Sarića,3,5,2,1989","Tip: ,stan, ,Cena: ,55000.00 EUR, ,Površina: ,55.00 m,2, ,Grad: ,Beograd, ,Opština: ,Zvezdara, ,Deo: ,Mirijevo, ,Ulica: ,Ivana Sarića, ,Sprat: ,3, ,Spratnost: ,5, ,Soba: ,2, ,Godina izgradnje: ,1989, ,Galerija nekretnine,011/ 334-8251, 011/770-3832,065/233-5260,http://www.galerijanekretnine.com"
"dict","Uknjiženo,Terasa","stan,18000.00 EUR,24.00 m,2,Beograd,Palilula,Borča 3,Julije Delere,0.5","Tip: ,stan, ,Cena: ,18000.00 EUR, ,Površina: ,24.00 m,2, ,Grad: ,Beograd, ,Opština: ,Palilula, ,Deo: ,Borča 3, ,Ulica: ,Julije Delere, ,Soba: ,0.5, ,Premija nekretnine,011/7151-990,064/2180-990,www.premijanekretnine.com"
"dict","Novogradnja","stan,44000.00 EUR,48.00 m,2,Beograd,Zvezdara,Novo groblje,Nerodimska,3,1.5","Tip: ,stan, ,Cena: ,44000.00 EUR, ,Površina: ,48.00 m,2, ,Grad: ,Beograd, ,Opština: ,Zvezdara, ,Deo: ,Novo groblje, ,Ulica: ,Nerodimska, ,Spratnost: ,3, ,Soba: ,1.5, ,Premija nekretnine,011/7151-990,064/2180-990,www.premijanekretnine.com"
"dict","Useljivo,Telefon,Kablovska,Novogradnja,Terasa","stan,27000.00 EUR,34.00 m,2,Beograd,Rakovica,Labudovo brdo,Pavla Vujevića,4,1.5","Tip: ,stan, ,Cena: ,27000.00 EUR, ,Površina: ,34.00 m,2, ,Grad: ,Beograd, ,Opština: ,Rakovica, ,Deo: ,Labudovo brdo, ,Ulica: ,Pavla Vujevića, ,Spratnost: ,4, ,Soba: ,1.5, ,Radošević nekretnine,069/166-3688,063 623 581,http://www.radosevic-nekretnine.com/"
"dict","Uknjiženo,Useljivo,Telefon,Kablovska,Internet,Kanalizacija,Terasa,Interfon","stan,55000.00 EUR,50.00 m,2,Beograd,Voždovac,Autokomanda,Admirala Vukovića,2.5","Tip: ,stan, ,Cena: ,55000.00 EUR, ,Površina: ,50.00 m,2, ,Grad: ,Beograd, ,Opština: ,Voždovac, ,Deo: ,Autokomanda, ,Ulica: ,Admirala Vukovića, ,Soba: ,2.5, ,Snezana Lazarevic,0649600614,062212376,www.ifinance.rs"
"dict","Uknjiženo,Telefon,Terasa,Interfon,Podrum","stan,82500.00 EUR,68.00 m,2,Beograd,Zemun,Centar (Zemun),Dobanovačka,1,2,3","Tip: ,stan, ,Cena: ,82500.00 EUR, ,Površina: ,68.00 m,2, ,Grad: ,Beograd, ,Opština: ,Zemun, ,Deo: ,Centar (Zemun), ,Ulica: ,Dobanovačka, ,Sprat: ,1, ,Spratnost: ,2, ,Soba: ,3, ,Moj Kvadrat doo,011/334 88 36,065/303 94 39,http://www.kvadratnekretnine.com"
"dict","Uknjiženo,Telefon,Parking,Centralno grejanje,Terasa,Interfon","stan,92000.00 EUR,90.00 m,2,Beograd,Voždovac,Medaković,Braće Srnić,7,9,3.5,1985","Tip: ,stan, ,Cena: ,92000.00 EUR, ,Površina: ,90.00 m,2, ,Grad: ,Beograd, ,Opština: ,Voždovac, ,Deo: ,Medaković, ,Ulica: ,Braće Srnić, ,Sprat: ,7, ,Spratnost: ,9, ,Soba: ,3.5, ,Godina izgradnje: ,1985, ,Moj Kvadrat doo,011/334 88 36,065/303 94 39,http://www.kvadratnekretnine.com"
"dict","Telefon,Lift,Parking,Centralno grejanje,Terasa,Interfon","stan,64000.00 EUR,66.00 m,2,Beograd,Rakovica,Vidikovac,Vidikovački venac,12,15,2.5","Tip: ,stan, ,Cena: ,64000.00 EUR, ,Površina: ,66.00 m,2, ,Grad: ,Beograd, ,Opština: ,Rakovica, ,Deo: ,Vidikovac, ,Ulica: ,Vidikovački venac, ,Sprat: ,12, ,Spratnost: ,15, ,Soba: ,2.5, ,Moj Kvadrat doo,011/334 88 36,065/303 94 39,http://www.kvadratnekretnine.com"
"dict","Uknjiženo,Useljivo,Telefon,Kablovska,Internet,Klima,Lift,Kanalizacija,Interfon","stan,51000.00 EUR,45.00 m,2,Beograd,Savski Venac,Centar (Savski venac),Durmitorska,8,8,2,1995","Tip: ,stan, ,Cena: ,51000.00 EUR, ,Površina: ,45.00 m,2, ,Grad: ,Beograd, ,Opština: ,Savski Venac, ,Deo: ,Centar (Savski venac), ,Ulica: ,Durmitorska, ,Sprat: ,8, ,Spratnost: ,8, ,Soba: ,2, ,Godina izgradnje: ,1995, ,Kruna nekretnine,063/397-531,063/7709-467,http://www.krunanekretnine.com"
"dict","Uknjiženo","stan,21500.00 EUR,23.00 m,2,Beograd,Zemun,Centar (Zemun),Kapetana Radiča Petrovića,4,1,1955","Tip: ,stan, ,Cena: ,21500.00 EUR, ,Površina: ,23.00 m,2, ,Grad: ,Beograd, ,Opština: ,Zemun, ,Deo: ,Centar (Zemun), ,Ulica: ,Kapetana Radiča Petrovića, ,Spratnost: ,4, ,Soba: ,1, ,Godina izgradnje: ,1955, ,Dragana Lalić,064/126-13-83,069/243-92-92"
"dict","Uknjiženo,Parking,Centralno grejanje,Terasa","stan,110000.00 EUR,68.00 m,2,Beograd,Stari grad,Centar (Stari grad),Jelene Ćetković,1,5,2.5","Tip: ,stan, ,Cena: ,110000.00 EUR, ,Površina: ,68.00 m,2, ,Grad: ,Beograd, ,Opština: ,Stari grad, ,Deo: ,Centar (Stari grad), ,Ulica: ,Jelene Ćetković, ,Sprat: ,1, ,Spratnost: ,5, ,Soba: ,2.5, ,Premija nekretnine,011/7151-990,064/2180-990,www.premijanekretnine.com"
"dict","Uknjiženo,Klima,Lift,Parking,Centralno grejanje,Terasa,Podrum","stan,242500.00 EUR,84.00 m,2,Beograd,Stari grad,Centar (Stari grad),Palmotićeva,5,6,2.5","Tip: ,stan, ,Cena: ,242500.00 EUR, ,Površina: ,84.00 m,2, ,Grad: ,Beograd, ,Opština: ,Stari grad, ,Deo: ,Centar (Stari grad), ,Ulica: ,Palmotićeva, ,Sprat: ,5, ,Spratnost: ,6, ,Soba: ,2.5, ,Premija nekretnine,011/7151-990,064/2180-990,www.premijanekretnine.com"
"dict","Uknjiženo,Useljivo,Telefon,Kablovska,Internet,Klima,Kanalizacija,Terasa,Interfon","stan,300000.00 EUR,184.00 m,2,Beograd,Vračar,Cvetni trg,Resavska,2,6","Tip: ,stan, ,Cena: ,300000.00 EUR, ,Površina: ,184.00 m,2, ,Grad: ,Beograd, ,Opština: ,Vračar, ,Deo: ,Cvetni trg, ,Ulica: ,Resavska, ,Sprat: ,2, ,Soba: ,6, ,3DH,061/ 150 11 94"
"dict","Uknjiženo,Telefon,Kablovska,Internet,Klima,Lift,Centralno grejanje,Terasa,Interfon","stan,221000.00 EUR,123.00 m,2,Beograd,Stari grad,Donji Dorćol,Dositejeva,5,5,3,2007","Tip: ,stan, ,Cena: ,221000.00 EUR, ,Površina: ,123.00 m,2, ,Grad: ,Beograd, ,Opština: ,Stari grad, ,Deo: ,Donji Dorćol, ,Ulica: ,Dositejeva, ,Sprat: ,5, ,Spratnost: ,5, ,Soba: ,3, ,Godina izgradnje: ,2007, ,bane obradović,0621545778"
"dict","Uknjiženo,Useljivo,Telefon,Kablovska,Internet,Klima,Centralno grejanje,Interfon,Podrum","stan,109900.00 EUR,75.00 m,2,Beograd,Palilula,Profesorska kolonija,Ljubomira Stojanovića,1,5,3,1960","Tip: ,stan, ,Cena: ,109900.00 EUR, ,Površina: ,75.00 m,2, ,Grad: ,Beograd, ,Opština: ,Palilula, ,Deo: ,Profesorska kolonija, ,Ulica: ,Ljubomira Stojanovića, ,Sprat: ,1, ,Spratnost: ,5, ,Soba: ,3, ,Godina izgradnje: ,1960, ,bane obradović,0621545778"
"dict","Uknjiženo,Telefon,Kablovska,Internet,Klima,Lift,Centralno grejanje,Novogradnja,Terasa,Interfon","stan,92800.00 EUR,44.00 m,2,Beograd,Stari grad,Centar (Stari grad),Rige od Fere,2,6,1.5","Tip: ,stan, ,Cena: ,92800.00 EUR, ,Površina: ,44.00 m,2, ,Grad: ,Beograd, ,Opština: ,Stari grad, ,Deo: ,Centar (Stari grad), ,Ulica: ,Rige od Fere, ,Sprat: ,2, ,Spratnost: ,6, ,Soba: ,1.5, ,CodexNekretnine,011/311-6148,060/588-1150,www.codex-nekretnine.rs"
"dict","Uknjiženo,Parking","stan,40000.00 EUR,35.00 m,2,Beograd,Zemun,Centar (Zemun),Petra Kočića,1,1","Tip: ,stan, ,Cena: ,40000.00 EUR, ,Površina: ,35.00 m,2, ,Grad: ,Beograd, ,Opština: ,Zemun, ,Deo: ,Centar (Zemun), ,Ulica: ,Petra Kočića, ,Spratnost: ,1, ,Soba: ,1, ,Premija nekretnine,011/7151-990,064/2180-990,www.premijanekretnine.com"
"dict","Uknjiženo,Lift,Parking,Terasa","stan,62000.00 EUR,78.00 m,2,Beograd,Zvezdara,Mirijevo 1,Mirijevski venac,1,7,3","Tip: ,stan, ,Cena: ,62000.00 EUR, ,Površina: ,78.00 m,2, ,Grad: ,Beograd, ,Opština: ,Zvezdara, ,Deo: ,Mirijevo 1, ,Ulica: ,Mirijevski venac, ,Sprat: ,1, ,Spratnost: ,7, ,Soba: ,3, ,Premija nekretnine,011/7151-990,064/2180-990,www.premijanekretnine.com"
"dict","Uknjiženo,Useljivo,Telefon,Kablovska,Internet,Klima,Lift,Parking,Interfon","stan,153000.00 EUR,143.00 m,2,Beograd,Čukarica,Filmski grad,Ratka Mitrovića,5,5,6","Tip: ,stan, ,Cena: ,153000.00 EUR, ,Površina: ,143.00 m,2, ,Grad: ,Beograd, ,Opština: ,Čukarica, ,Deo: ,Filmski grad, ,Ulica: ,Ratka Mitrovića, ,Sprat: ,5, ,Spratnost: ,5, ,Soba: ,6, ,Ljiljana,011/4070-582,064/1213-951,www.nekretninefabrika.com"
"dict","Uknjiženo,Useljivo,Telefon,Kablovska,Internet,Parking,Kanalizacija,Novogradnja,Terasa,Interfon","stan,55000.00 EUR,49.00 m,2,Beograd,Zemun,Galenika,Momčila Radivojevića,2,2,2","Tip: ,stan, ,Cena: ,55000.00 EUR, ,Površina: ,49.00 m,2, ,Grad: ,Beograd, ,Opština: ,Zemun, ,Deo: ,Galenika, ,Ulica: ,Momčila Radivojevića, ,Sprat: ,2, ,Spratnost: ,2, ,Soba: ,2, ,Snežana Lazarević,0649600614,062212376,www.ifinance.rs"
"dict","Uknjiženo,Novogradnja,Terasa,Podrum","stan,67000.00 EUR,43.00 m,2,Beograd,Čukarica,Banovo brdo,Vladimira Radovanovića,6,0.5","Tip: ,stan, ,Cena: ,67000.00 EUR, ,Površina: ,43.00 m,2, ,Grad: ,Beograd, ,Opština: ,Čukarica, ,Deo: ,Banovo brdo, ,Ulica: ,Vladimira Radovanovića, ,Spratnost: ,6, ,Soba: ,0.5, ,Premija nekretnine,011/7151-990,064/2180-990,www.premijanekretnine.com"
