"_type","features","main_data","raw_info"
"dict","Uknjiženo,Lift,Centralno grejanje,Novogradnja","stan,174000.00 EUR,107.00 m,2,Beograd,Stari grad,Centar (Stari grad),Kondina,7,7,4","Tip: ,stan, ,Cena: ,174000.00 EUR, ,Površina: ,107.00 m,2, ,Grad: ,Beograd, ,Opština: ,Stari grad, ,Deo: ,Centar (Stari grad), ,Ulica: ,Kondina, ,Sprat: ,7, ,Spratnost: ,7, ,Soba: ,4, ,Premija nekretnine,011/7151-990,064/2180-990,www.premijanekretnine.com"
"dict","Uknjiženo,Useljivo,Telefon,Kablovska,Internet,Klima,Lift,Centralno grejanje,Kanalizacija,Terasa,Interfon","stan,145000.00 EUR,87.00 m,2,Beograd,Vračar,Južni bulevar,Sime Igumanova 87m2,1,4,2.5,2004","Tip: ,stan, ,Cena: ,145000.00 EUR, ,Površina: ,87.00 m,2, ,Grad: ,Beograd, ,Opština: ,Vračar, ,Deo: ,Južni bulevar, ,Ulica: ,Sime Igumanova 87m2, ,Sprat: ,1, ,Spratnost: ,4, ,Soba: ,2.5, ,Godina izgradnje: ,2004, ,Galerija nekretnine,011/ 334-8251, 011/770-3832,065/233-5260,http://www.galerijanekretnine.com"
"dict","Centralno grejanje,Novogradnja,Terasa","stan,65000.00 EUR,53.00 m,2,Beograd,Zvezdara,Mirijevo,Rableova,3,2,2013","Tip: ,stan, ,Cena: ,65000.00 EUR, ,Površina: ,53.00 m,2, ,Grad: ,Beograd, ,Opština: ,Zvezdara, ,Deo: ,Mirijevo, ,Ulica: ,Rableova, ,Spratnost: ,3, ,Soba: ,2, ,Godina izgradnje: ,2013, ,Ana,011/334 88 36,065/303 94 39,http://www.kvadratnekretnine.com"
"dict","Uknjiženo,Useljivo,Telefon,Lift,Centralno grejanje,Terasa","stan,230000.00 EUR,100.00 m,2,Beograd,Voždovac,Dušanovac,Braće Kovač,3,4,5,2016","Tip: ,stan, ,Cena: ,230000.00 EUR, ,Površina: ,100.00 m,2, ,Grad: ,Beograd, ,Opština: ,Voždovac, ,Deo: ,Dušanovac, ,Ulica: ,Braće Kovač, ,Sprat: ,3, ,Spratnost: ,4, ,Soba: ,5, ,Godina izgradnje: ,2016, ,Radošević nekretnine Autokoman,063/623-669,063/725-0058,www.radosevic-nekretnine.com"
"dict","Useljivo,Telefon,Kablovska,Internet,Klima,Lift,Parking,Centralno grejanje,Kanalizacija,Terasa,Interfon,Podrum","stan,46000.00 EUR,54.00 m,2,Beograd,Zemun,Gornji grad,Filipa Višnjića,9,9,2","Tip: ,stan, ,Cena: ,46000.00 EUR, ,Površina: ,54.00 m,2, ,Grad: ,Beograd, ,Opština: ,Zemun, ,Deo: ,Gornji grad, ,Ulica: ,Filipa Višnjića, ,Sprat: ,9, ,Spratnost: ,9, ,Soba: ,2, ,Snežana Lazarević,0649600614,062212376,www.ifinance.rs"
"dict","Uknjiženo,Telefon,Kablovska,Internet,Klima,Daljinsko grejanje,Centralno grejanje,Kanalizacija,Terasa,Interfon,Podrum","stan,250000.00 EUR,Beograd,Vračar,Cvetni trg,3.5","Tip: ,stan, ,Cena: ,250000.00 EUR, ,Grad: ,Beograd, ,Opština: ,Vračar, ,Deo: ,Cvetni trg, ,Soba: ,3.5, ,Eu Advisor"
"dict","Useljivo,Telefon,Internet,Parking,Novogradnja,Terasa,Interfon","stan,45000.00 EUR,45.00 m,2,Beograd,Zvezdara,Mirijevo 1,Mirijevski Bulevar,1,3,3,2017","Tip: ,stan, ,Cena: ,45000.00 EUR, ,Površina: ,45.00 m,2, ,Grad: ,Beograd, ,Opština: ,Zvezdara, ,Deo: ,Mirijevo 1, ,Ulica: ,Mirijevski Bulevar, ,Sprat: ,1, ,Spratnost: ,3, ,Soba: ,3, ,Godina izgradnje: ,2017, ,062305570"
"dict","Uknjiženo,Useljivo,Telefon,Lift,Centralno grejanje,Interfon,Podrum","stan,133000.00 EUR,85.00 m,2,Beograd,Vračar,Centar (Vračar),Smiljanićeva,6,3,1970","Tip: ,stan, ,Cena: ,133000.00 EUR, ,Površina: ,85.00 m,2, ,Grad: ,Beograd, ,Opština: ,Vračar, ,Deo: ,Centar (Vračar), ,Ulica: ,Smiljanićeva, ,Spratnost: ,6, ,Soba: ,3, ,Godina izgradnje: ,1970, ,Libero,011 383 53 93,060 3773741,http://www.liberonekretnine.rs"
"dict","Telefon,Lift,Parking,Centralno grejanje,Interfon,Podrum","stan,115000.00 EUR,97.00 m,2,Beograd,Novi Beograd,Bežanijska kosa 3,Vespučijeva,5,6,3.5","Tip: ,stan, ,Cena: ,115000.00 EUR, ,Površina: ,97.00 m,2, ,Grad: ,Beograd, ,Opština: ,Novi Beograd, ,Deo: ,Bežanijska kosa 3, ,Ulica: ,Vespučijeva, ,Sprat: ,5, ,Spratnost: ,6, ,Soba: ,3.5, ,Ana,011/334-8836,065/303-94-39,www.kvadratnekretnine.com"
"dict","Uknjiženo,Telefon,Lift,Parking,Centralno grejanje,Terasa,Interfon,Podrum","stan,67000.00 EUR,60.00 m,2,Beograd,Zemun,Gornji grad,Ugrinovačka,1,8,2","Tip: ,stan, ,Cena: ,67000.00 EUR, ,Površina: ,60.00 m,2, ,Grad: ,Beograd, ,Opština: ,Zemun, ,Deo: ,Gornji grad, ,Ulica: ,Ugrinovačka, ,Sprat: ,1, ,Spratnost: ,8, ,Soba: ,2, ,Ana,011/334-8836,065/303-94-39,www.kvadratnekretnine.com"
"dict","Uknjiženo,Telefon,Lift,Parking,Terasa,Interfon","stan,58000.00 EUR,44.00 m,2,Beograd,Novi Beograd,Blok 30,Bulevar Mihajla Pupina,16,17,1.5","Tip: ,stan, ,Cena: ,58000.00 EUR, ,Površina: ,44.00 m,2, ,Grad: ,Beograd, ,Opština: ,Novi Beograd, ,Deo: ,Blok 30, ,Ulica: ,Bulevar Mihajla Pupina, ,Sprat: ,16, ,Spratnost: ,17, ,Soba: ,1.5, ,Ana,011/334 8836,065/303 94 39,www.kvadratnekretnine.com"
"dict","Uknjiženo,Telefon,Klima,Parking,Centralno grejanje,Terasa,Interfon,Podrum","stan,53000.00 EUR,53.00 m,2,Beograd,Palilula,Višnjička banja,Višnjički venac,3,4,3","Tip: ,stan, ,Cena: ,53000.00 EUR, ,Površina: ,53.00 m,2, ,Grad: ,Beograd, ,Opština: ,Palilula, ,Deo: ,Višnjička banja, ,Ulica: ,Višnjički venac, ,Sprat: ,3, ,Spratnost: ,4, ,Soba: ,3, ,Art Ključ,011/4039-728, 011/3244-970,065/2704-377,http://www.artkljucnekretnine.com/"
"dict","Uknjiženo,Telefon,Kablovska,Internet,Parking,Podrum","stan,66300.00 EUR,70.00 m,2,Beograd,Vračar,Kalenić pijaca,Šumatovačka,3,2.5","Tip: ,stan, ,Cena: ,66300.00 EUR, ,Površina: ,70.00 m,2, ,Grad: ,Beograd, ,Opština: ,Vračar, ,Deo: ,Kalenić pijaca, ,Ulica: ,Šumatovačka, ,Spratnost: ,3, ,Soba: ,2.5, ,Angažman,+381 11 412-55-94,069600420,http://www.angazman-nekretnine.rs"
"dict","Uknjiženo,Lift,Podrum","stan,65000.00 EUR,53.00 m,2,Beograd,Zvezdara,Đeram pijaca,Đurićeva,3,4,2.5","Tip: ,stan, ,Cena: ,65000.00 EUR, ,Površina: ,53.00 m,2, ,Grad: ,Beograd, ,Opština: ,Zvezdara, ,Deo: ,Đeram pijaca, ,Ulica: ,Đurićeva, ,Sprat: ,3, ,Spratnost: ,4, ,Soba: ,2.5, ,Ana,011/334 88 36,065/303 94 39,http://www.kvadratnekretnine.com"
"dict","Uknjiženo,Telefon,Lift,Centralno grejanje,Terasa,Interfon,Podrum","stan,131000.00 EUR,78.00 m,2,Beograd,Palilula,Tašmajdan,27. marta,12,3.5","Tip: ,stan, ,Cena: ,131000.00 EUR, ,Površina: ,78.00 m,2, ,Grad: ,Beograd, ,Opština: ,Palilula, ,Deo: ,Tašmajdan, ,Ulica: ,27. marta, ,Spratnost: ,12, ,Soba: ,3.5, ,Ana,011/334 88 36,065/303 94 39,http://www.kvadratnekretnine.com"
"dict","Uknjiženo,Useljivo,Interfon","stan,37000.00 EUR,20.00 m,2,Beograd,Stari grad,Gornji Dorćol,Dobračina,0.5","Tip: ,stan, ,Cena: ,37000.00 EUR, ,Površina: ,20.00 m,2, ,Grad: ,Beograd, ,Opština: ,Stari grad, ,Deo: ,Gornji Dorćol, ,Ulica: ,Dobračina, ,Soba: ,0.5, ,Ana,011/334 88 36,065/303 94 39,http://www.kvadratnekretnine.com"
"dict","Uknjiženo,Telefon,Novogradnja,Terasa,Interfon","stan,46500.00 EUR,45.00 m,2,Beograd,Voždovac,Braće Jerković,Vojvode Vlahovića,2,3,2,2016","Tip: ,stan, ,Cena: ,46500.00 EUR, ,Površina: ,45.00 m,2, ,Grad: ,Beograd, ,Opština: ,Voždovac, ,Deo: ,Braće Jerković, ,Ulica: ,Vojvode Vlahovića, ,Sprat: ,2, ,Spratnost: ,3, ,Soba: ,2, ,Godina izgradnje: ,2016, ,Ana,011/334 88 36,065/303 94 39,http://www.kvadratnekretnine.com"
"dict","Telefon,Parking,Novogradnja,Terasa,Interfon","stan,54400.00 EUR,71.00 m,2,Beograd,Zemun,Batajnica,Žarka Obreškog,1,3,2.5,2012","Tip: ,stan, ,Cena: ,54400.00 EUR, ,Površina: ,71.00 m,2, ,Grad: ,Beograd, ,Opština: ,Zemun, ,Deo: ,Batajnica, ,Ulica: ,Žarka Obreškog, ,Sprat: ,1, ,Spratnost: ,3, ,Soba: ,2.5, ,Godina izgradnje: ,2012, ,Ana,011/334 88 36,065/303 94 39,http://www.kvadratnekretnine.com"
"dict","Telefon,Terasa,Interfon","stan,49000.00 EUR,60.00 m,2,Beograd,Rakovica,Slavka Rodića,6,2.5,2002","Tip: ,stan, ,Cena: ,49000.00 EUR, ,Površina: ,60.00 m,2, ,Grad: ,Beograd, ,Opština: ,Rakovica, ,Ulica: ,Slavka Rodića, ,Spratnost: ,6, ,Soba: ,2.5, ,Godina izgradnje: ,2002, ,Ana,011/334 88 36,065/303 94 39,http://www.kvadratnekretnine.com"
"dict","Uknjiženo,Lift,Parking,Centralno grejanje,Interfon","stan,106400.00 EUR,56.00 m,2,Beograd,Stari grad,Dorćol,Cara Dušana,6,6,2,1968","Tip: ,stan, ,Cena: ,106400.00 EUR, ,Površina: ,56.00 m,2, ,Grad: ,Beograd, ,Opština: ,Stari grad, ,Deo: ,Dorćol, ,Ulica: ,Cara Dušana, ,Sprat: ,6, ,Spratnost: ,6, ,Soba: ,2, ,Godina izgradnje: ,1968, ,Ana,011/334 88 36,065/303 94 39,http://www.kvadratnekretnine.com"
"dict","Uknjiženo,Useljivo,Telefon,Centralno grejanje,Terasa,Interfon,Podrum","stan,72000.00 EUR,47.00 m,2,Beograd,Voždovac,FON,Bilećka,3,4,2,2002","Tip: ,stan, ,Cena: ,72000.00 EUR, ,Površina: ,47.00 m,2, ,Grad: ,Beograd, ,Opština: ,Voždovac, ,Deo: ,FON, ,Ulica: ,Bilećka, ,Sprat: ,3, ,Spratnost: ,4, ,Soba: ,2, ,Godina izgradnje: ,2002, ,Ana,011/334 88 36,065/303 94 39,http://www.kvadratnekretnine.com"
"dict","Uknjiženo,Telefon,Lift,Parking,Centralno grejanje,Interfon,Podrum","stan,155000.00 EUR,81.00 m,2,Beograd,Novi Beograd,Blok 33,Bulevar Arsenija Čarnojevića,1,4,2.5,1969","Tip: ,stan, ,Cena: ,155000.00 EUR, ,Površina: ,81.00 m,2, ,Grad: ,Beograd, ,Opština: ,Novi Beograd, ,Deo: ,Blok 33, ,Ulica: ,Bulevar Arsenija Čarnojevića, ,Sprat: ,1, ,Spratnost: ,4, ,Soba: ,2.5, ,Godina izgradnje: ,1969, ,Ana,011/334 88 36,065/303 94 39,http://www.kvadratnekretnine.com"
"dict","Uknjiženo,Telefon,Novogradnja,Terasa,Interfon","stan,115900.00 EUR,61.00 m,2,Beograd,Čukarica,Golf naselje,Praška,3,6,2.5,2016","Tip: ,stan, ,Cena: ,115900.00 EUR, ,Površina: ,61.00 m,2, ,Grad: ,Beograd, ,Opština: ,Čukarica, ,Deo: ,Golf naselje, ,Ulica: ,Praška, ,Sprat: ,3, ,Spratnost: ,6, ,Soba: ,2.5, ,Godina izgradnje: ,2016, ,Ana,011/334 88 36,065/303 94 39,http://www.kvadratnekretnine.com"
"dict","Uknjiženo","stan,48000.00 EUR,43.00 m,2,Beograd,Zemun,Centar (Zemun),Kej Oslobođenja,1,2","Tip: ,stan, ,Cena: ,48000.00 EUR, ,Površina: ,43.00 m,2, ,Grad: ,Beograd, ,Opština: ,Zemun, ,Deo: ,Centar (Zemun), ,Ulica: ,Kej Oslobođenja, ,Spratnost: ,1, ,Soba: ,2, ,Ana,011/334 88 36,065/303 94 39,http://www.kvadratnekretnine.com"
"dict","Uknjiženo,Telefon,Centralno grejanje,Terasa,Podrum","stan,75000.00 EUR,73.00 m,2,Beograd,Čukarica,Cerak,Šavnička,3,2.5,1980","Tip: ,stan, ,Cena: ,75000.00 EUR, ,Površina: ,73.00 m,2, ,Grad: ,Beograd, ,Opština: ,Čukarica, ,Deo: ,Cerak, ,Ulica: ,Šavnička, ,Spratnost: ,3, ,Soba: ,2.5, ,Godina izgradnje: ,1980, ,Ana,011/334 88 36,065/303 94 39,http://www.kvadratnekretnine.com"
"dict","Parking,Terasa","stan,24000.00 EUR,23.00 m,2,Beograd,Zemun,Altina,Ugrinovački put,3,4,0.5,2012","Tip: ,stan, ,Cena: ,24000.00 EUR, ,Površina: ,23.00 m,2, ,Grad: ,Beograd, ,Opština: ,Zemun, ,Deo: ,Altina, ,Ulica: ,Ugrinovački put, ,Sprat: ,3, ,Spratnost: ,4, ,Soba: ,0.5, ,Godina izgradnje: ,2012, ,Ana,011/334 88 36,065/303 94 39,http://www.kvadratnekretnine.com"
"dict","Telefon,Interfon,Podrum","stan,84000.00 EUR,38.00 m,2,Beograd,Stari grad,Dorćol,Gospodar Jovanova,5,7,1.5","Tip: ,stan, ,Cena: ,84000.00 EUR, ,Površina: ,38.00 m,2, ,Grad: ,Beograd, ,Opština: ,Stari grad, ,Deo: ,Dorćol, ,Ulica: ,Gospodar Jovanova, ,Sprat: ,5, ,Spratnost: ,7, ,Soba: ,1.5, ,Art Ključ,011/4039-728, 011/3244-970,065/2704-377,http://www.artkljucnekretnine.com/"
"dict","Uknjiženo,Telefon,Kablovska,Internet,Klima,Lift,Parking,Centralno grejanje,Kanalizacija,Terasa,Interfon,Podrum","stan,82000.00 EUR,76.00 m,2,Beograd,Novi Beograd,Bežanijska kosa 3,Vespučijeva,3,5,2.5","Tip: ,stan, ,Cena: ,82000.00 EUR, ,Površina: ,76.00 m,2, ,Grad: ,Beograd, ,Opština: ,Novi Beograd, ,Deo: ,Bežanijska kosa 3, ,Ulica: ,Vespučijeva, ,Sprat: ,3, ,Spratnost: ,5, ,Soba: ,2.5, ,Danka Antić,Reg. posrednika 389,011 4070582"
"dict","Telefon,Parking,Interfon","stan,33500.00 EUR,41.00 m,2,Beograd,Rakovica,Vidikovac,Mome Stanojlovića,5,5,2.5,2010","Tip: ,stan, ,Cena: ,33500.00 EUR, ,Površina: ,41.00 m,2, ,Grad: ,Beograd, ,Opština: ,Rakovica, ,Deo: ,Vidikovac, ,Ulica: ,Mome Stanojlovića, ,Sprat: ,5, ,Spratnost: ,5, ,Soba: ,2.5, ,Godina izgradnje: ,2010, ,Ana,011/334 88 36,065/303 94 39,http://www.kvadratnekretnine.com"
"dict","Uknjiženo,Telefon,Lift,Parking,Centralno grejanje,Terasa,Interfon,Podrum","stan,80000.00 EUR,52.00 m,2,Beograd,Voždovac,Saobraćajni fakultet,Ljuba Vučkovića,7,9,1.5","Tip: ,stan, ,Cena: ,80000.00 EUR, ,Površina: ,52.00 m,2, ,Grad: ,Beograd, ,Opština: ,Voždovac, ,Deo: ,Saobraćajni fakultet, ,Ulica: ,Ljuba Vučkovića, ,Sprat: ,7, ,Spratnost: ,9, ,Soba: ,1.5, ,Ana,011/334 88 36,065/303 94 39,http://www.kvadratnekretnine.com"
"dict","Uknjiženo,Useljivo,Telefon,Kablovska,Internet,Klima,Lift,Centralno grejanje,Podrum","stan,64800.00 EUR,27.00 m,2,Beograd,Novi Beograd,Blok 28,Bulevar umetnosti,5,1","Tip: ,stan, ,Cena: ,64800.00 EUR, ,Površina: ,27.00 m,2, ,Grad: ,Beograd, ,Opština: ,Novi Beograd, ,Deo: ,Blok 28, ,Ulica: ,Bulevar umetnosti, ,Sprat: ,5, ,Soba: ,1, ,Ljiljana Bajic,011/4040582,381641213951,www.nekretninefabrika.com"
"dict","Uknjiženo,Useljivo,Telefon,Kablovska,Internet,Lift,Novogradnja,Terasa,Interfon","stan,274000.00 EUR,112.00 m,2,Beograd,Vračar,Hram Svetog Save,Dubljanska,3,4,3,2013","Tip: ,stan, ,Cena: ,274000.00 EUR, ,Površina: ,112.00 m,2, ,Grad: ,Beograd, ,Opština: ,Vračar, ,Deo: ,Hram Svetog Save, ,Ulica: ,Dubljanska, ,Sprat: ,3, ,Spratnost: ,4, ,Soba: ,3, ,Godina izgradnje: ,2013, ,Galerija nekretnine,011/ 334-8251, 011/770-3832,065/233-5260,http://www.galerijanekretnine.com"
"dict","Uknjiženo,Useljivo,Telefon,Kablovska,Internet,Klima,Lift,Centralno grejanje,Novogradnja,Terasa,Interfon","stan,465000.00 EUR,196.00 m,2,Beograd,Novi Beograd,Blok 19,Milentija Popovića,5","Tip: ,stan, ,Cena: ,465000.00 EUR, ,Površina: ,196.00 m,2, ,Grad: ,Beograd, ,Opština: ,Novi Beograd, ,Deo: ,Blok 19, ,Ulica: ,Milentija Popovića, ,Soba: ,5, ,Hitprom reg.br. 425,011/233-4483,381604487766,http://www.hitprom.co.rs"
"dict","Uknjiženo,Useljivo,Telefon,Kablovska,Internet,Lift,Novogradnja,Terasa,Interfon","stan,513000.00 EUR,216.00 m,2,Beograd,Vračar,Hram Svetog Save,Dubljanska,3,4,4,2013","Tip: ,stan, ,Cena: ,513000.00 EUR, ,Površina: ,216.00 m,2, ,Grad: ,Beograd, ,Opština: ,Vračar, ,Deo: ,Hram Svetog Save, ,Ulica: ,Dubljanska, ,Sprat: ,3, ,Spratnost: ,4, ,Soba: ,4, ,Godina izgradnje: ,2013, ,Galerija nekretnine,011/ 334-8251, 011/770-3832,065/233-5260,http://www.galerijanekretnine.com"
"dict","Lift,Centralno grejanje,Novogradnja,Terasa","stan,102960.00 EUR,72.00 m,2,Beograd,Zvezdara,Cvetkova pijaca,Gusinjska,1,6,3,2017","Tip: ,stan, ,Cena: ,102960.00 EUR, ,Površina: ,72.00 m,2, ,Grad: ,Beograd, ,Opština: ,Zvezdara, ,Deo: ,Cvetkova pijaca, ,Ulica: ,Gusinjska, ,Sprat: ,1, ,Spratnost: ,6, ,Soba: ,3, ,Godina izgradnje: ,2017, ,Radošević nekretnine Autokoman,011/245-0110,063/623-484,www.radosevic-nekretnine.com"
"dict","Useljivo,Lift,Centralno grejanje,Novogradnja,Terasa","stan,114400.00 EUR,80.00 m,2,Beograd,Zvezdara,Cvetkova pijaca,Gusinjska,1,6,3,2017","Tip: ,stan, ,Cena: ,114400.00 EUR, ,Površina: ,80.00 m,2, ,Grad: ,Beograd, ,Opština: ,Zvezdara, ,Deo: ,Cvetkova pijaca, ,Ulica: ,Gusinjska, ,Sprat: ,1, ,Spratnost: ,6, ,Soba: ,3, ,Godina izgradnje: ,2017, ,Radošević nekretnine Autokoman,011/245-0110,063/623-484,www.radosevic-nekretnine.com"
"dict","Lift,Centralno grejanje,Novogradnja,Terasa","stan,148500.00 EUR,100.00 m,2,Beograd,Zvezdara,Cvetkova pijaca,Gusinjska,3,6,4,2017","Tip: ,stan, ,Cena: ,148500.00 EUR, ,Površina: ,100.00 m,2, ,Grad: ,Beograd, ,Opština: ,Zvezdara, ,Deo: ,Cvetkova pijaca, ,Ulica: ,Gusinjska, ,Sprat: ,3, ,Spratnost: ,6, ,Soba: ,4, ,Godina izgradnje: ,2017, ,Radošević nekretnine Autokoman,011/245-0110,063/623-484,www.radosevic-nekretnine.com"
"dict","Uknjiženo,Telefon,Lift,Centralno grejanje,Terasa,Interfon,Podrum","stan,60000.00 EUR,60.00 m,2,Beograd,Čukarica,Julino brdo,Zmajevačka,4,2,1983","Tip: ,stan, ,Cena: ,60000.00 EUR, ,Površina: ,60.00 m,2, ,Grad: ,Beograd, ,Opština: ,Čukarica, ,Deo: ,Julino brdo, ,Ulica: ,Zmajevačka, ,Spratnost: ,4, ,Soba: ,2, ,Godina izgradnje: ,1983, ,Ana,011/334 88 36,065/303 94 39,http://www.kvadratnekretnine.com"
"dict","Uknjiženo,Telefon,Terasa,Interfon,Podrum","stan,108000.00 EUR,66.00 m,2,Beograd,Stari grad,Dorćol,Gundulićev venac,3,4,2.5,1940","Tip: ,stan, ,Cena: ,108000.00 EUR, ,Površina: ,66.00 m,2, ,Grad: ,Beograd, ,Opština: ,Stari grad, ,Deo: ,Dorćol, ,Ulica: ,Gundulićev venac, ,Sprat: ,3, ,Spratnost: ,4, ,Soba: ,2.5, ,Godina izgradnje: ,1940, ,Ana,011/334 88 36,065/303 94 39,http://www.kvadratnekretnine.com"
"dict","Uknjiženo,Telefon,Terasa,Interfon","stan,67000.00 EUR,71.00 m,2,Beograd,Rakovica,Skojevsko naselje,Vodice,2,3,2.5,2010","Tip: ,stan, ,Cena: ,67000.00 EUR, ,Površina: ,71.00 m,2, ,Grad: ,Beograd, ,Opština: ,Rakovica, ,Deo: ,Skojevsko naselje, ,Ulica: ,Vodice, ,Sprat: ,2, ,Spratnost: ,3, ,Soba: ,2.5, ,Godina izgradnje: ,2010, ,Ana,011/334 88 36,065/303 94 39,http://www.kvadratnekretnine.com"
"dict","Uknjiženo,Useljivo,Telefon,Kablovska,Internet,Klima,Lift,Kanalizacija,Terasa,Interfon,Podrum","stan,63011.00 EUR,61.00 m,2,Beograd,Voždovac,Braće Jerković,Braće Jerković,2,6,2,1964","Tip: ,stan, ,Cena: ,63011.00 EUR, ,Površina: ,61.00 m,2, ,Grad: ,Beograd, ,Opština: ,Voždovac, ,Deo: ,Braće Jerković, ,Ulica: ,Braće Jerković, ,Sprat: ,2, ,Spratnost: ,6, ,Soba: ,2, ,Godina izgradnje: ,1964, ,Agencija Eleven,011 41 222 55,060 41 222 55,http://www.eleven.rs"
"dict","Uknjiženo","stan,49900.00 EUR,41.00 m,2,Beograd,Zvezdara,Đeram pijaca,Đakovačka,2,1","Tip: ,stan, ,Cena: ,49900.00 EUR, ,Površina: ,41.00 m,2, ,Grad: ,Beograd, ,Opština: ,Zvezdara, ,Deo: ,Đeram pijaca, ,Ulica: ,Đakovačka, ,Spratnost: ,2, ,Soba: ,1, ,ART nekretnine,011 241 30 63,069 581 55 56"
"dict","Telefon,Terasa,Interfon","stan,61000.00 EUR,57.00 m,2,Beograd,Zvezdara,Konjarnik,Petra Škundrića,4,5,2","Tip: ,stan, ,Cena: ,61000.00 EUR, ,Površina: ,57.00 m,2, ,Grad: ,Beograd, ,Opština: ,Zvezdara, ,Deo: ,Konjarnik, ,Ulica: ,Petra Škundrića, ,Sprat: ,4, ,Spratnost: ,5, ,Soba: ,2, ,Ana,011/334 8836,065/303 94 39,www.kvadratnekretnine.com"
"dict","Uknjiženo,Telefon,Lift,Centralno grejanje,Terasa,Interfon,Podrum","stan,330000.00 EUR,157.00 m,2,Beograd,Stari grad,Dorćol,Miće Popovića,5,5,3","Tip: ,stan, ,Cena: ,330000.00 EUR, ,Površina: ,157.00 m,2, ,Grad: ,Beograd, ,Opština: ,Stari grad, ,Deo: ,Dorćol, ,Ulica: ,Miće Popovića, ,Sprat: ,5, ,Spratnost: ,5, ,Soba: ,3, ,Ana,011/334 8836,065/303 94 39,www.kvadratnekretnine.com"
"dict","Uknjiženo,Telefon,Lift,Centralno grejanje,Terasa,Interfon","stan,121000.00 EUR,61.00 m,2,Beograd,Vračar,Crveni krst,Vilovskog,1,3,2","Tip: ,stan, ,Cena: ,121000.00 EUR, ,Površina: ,61.00 m,2, ,Grad: ,Beograd, ,Opština: ,Vračar, ,Deo: ,Crveni krst, ,Ulica: ,Vilovskog, ,Sprat: ,1, ,Spratnost: ,3, ,Soba: ,2, ,Ana,011/334 8836,065/303 94 39,www.kvadratnekretnine.com"
"dict","Telefon,Centralno grejanje,Terasa,Interfon","stan,279000.00 EUR,152.00 m,2,Beograd,Stari grad,Kalemegdan,Sibinjanina Janka,2,2,5","Tip: ,stan, ,Cena: ,279000.00 EUR, ,Površina: ,152.00 m,2, ,Grad: ,Beograd, ,Opština: ,Stari grad, ,Deo: ,Kalemegdan, ,Ulica: ,Sibinjanina Janka, ,Sprat: ,2, ,Spratnost: ,2, ,Soba: ,5, ,Ana,011/334 8836,065/303 94 39,www.kvadratnekretnine.com"
"dict","Uknjiženo,Telefon,Lift,Interfon","stan,189000.00 EUR,79.00 m,2,Beograd,Stari grad,Trg Republike,Vase Čarapića,1,5,2.5","Tip: ,stan, ,Cena: ,189000.00 EUR, ,Površina: ,79.00 m,2, ,Grad: ,Beograd, ,Opština: ,Stari grad, ,Deo: ,Trg Republike, ,Ulica: ,Vase Čarapića, ,Sprat: ,1, ,Spratnost: ,5, ,Soba: ,2.5, ,Ana,011/334 8836,065/303 94 39,www.kvadratnekretnine.com"
"dict","Uknjiženo,Telefon,Interfon,Podrum","stan,113000.00 EUR,82.00 m,2,Beograd,Stari grad,Terazije,Nušićeva,4,4,3","Tip: ,stan, ,Cena: ,113000.00 EUR, ,Površina: ,82.00 m,2, ,Grad: ,Beograd, ,Opština: ,Stari grad, ,Deo: ,Terazije, ,Ulica: ,Nušićeva, ,Sprat: ,4, ,Spratnost: ,4, ,Soba: ,3, ,Ana,011/334 8836,065/303 94 39,www.kvadratnekretnine.com"
"dict","Uknjiženo,Lift,Centralno grejanje,Terasa,Interfon","stan,187200.00 EUR,113.00 m,2,Beograd,Zvezdara,Gradska bolnica,Hadži Mustafina,8,8,2","Tip: ,stan, ,Cena: ,187200.00 EUR, ,Površina: ,113.00 m,2, ,Grad: ,Beograd, ,Opština: ,Zvezdara, ,Deo: ,Gradska bolnica, ,Ulica: ,Hadži Mustafina, ,Sprat: ,8, ,Spratnost: ,8, ,Soba: ,2, ,Ana,011/334 8836,065/303 94 39,www.kvadratnekretnine.com"
"dict","Uknjiženo","stan,32000.00 EUR,38.00 m,2,Beograd,Savski Venac,Centar (Savski venac),Humska,4,1.5","Tip: ,stan, ,Cena: ,32000.00 EUR, ,Površina: ,38.00 m,2, ,Grad: ,Beograd, ,Opština: ,Savski Venac, ,Deo: ,Centar (Savski venac), ,Ulica: ,Humska, ,Spratnost: ,4, ,Soba: ,1.5, ,Ana,011/334 8836,065/303 94 39,www.kvadratnekretnine.com"
"dict","Uknjiženo,Telefon,Lift,Centralno grejanje,Interfon,Podrum","stan,180000.00 EUR,76.00 m,2,Beograd,Stari grad,Trg Nikole Pašića,Majke Jevrosime,4,5,3.5","Tip: ,stan, ,Cena: ,180000.00 EUR, ,Površina: ,76.00 m,2, ,Grad: ,Beograd, ,Opština: ,Stari grad, ,Deo: ,Trg Nikole Pašića, ,Ulica: ,Majke Jevrosime, ,Sprat: ,4, ,Spratnost: ,5, ,Soba: ,3.5, ,Ana,011/334 8836,065/303 94 39,www.kvadratnekretnine.com"
