,price,part,year,district,area,rooms,floor,tot_floors,type,street,cent_heat,rem_heat,intercom,internet,cable,sewer,aircon,elevator,new,parking,basement,phone,terrace,being_built,papers,enterable,euro_per_sqm,location_string,coordinates
3481,33000.0,Karaburma,2017.0,Palilula,28.0,1.0,,4,stan,Kamčatska,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1178.57142857,"Kamčatska, Beograd","(44.8100252, 20.517992)"
3482,87780.0,Centar (Palilula),2017.0,Palilula,57.0,2.0,7,7,stan,Vatroslava Lisinskog,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1540.0,"Vatroslava Lisinskog, Beograd","(44.8182507, 20.4745004)"
3484,89000.0,Višnjička banja,2005.0,Palilula,86.0,3.0,1,3,stan,Slanački put,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1034.88372093,"Slanački put, Beograd","(44.81158, 20.5497665)"
3486,38000.0,Krnjača,2012.0,Palilula,54.0,2.0,3,3,stan,Partizanski blok ulica 2.,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,703.703703704,"Partizanski blok ulica 2., Beograd","(44.8462116, 20.467978)"
3490,228000.0,Kalemegdan,1938.0,Stari grad,84.0,3.5,2,4,stan,Cara Lazara,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2714.28571429,"Cara Lazara, Beograd","(43.93706, 18.7990326)"
3491,79000.0,Kumodraž,2008.0,Voždovac,106.0,4.0,4,4,stan,Kumodraška,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,745.283018868,"Kumodraška, Beograd","(44.7839212, 20.4759894)"
3492,175000.0,Centar (Stari grad),1927.0,Stari grad,88.0,3.0,2,3,stan,Svetogorska,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1988.63636364,"Svetogorska, Beograd","(44.8135834, 20.4687669)"
3496,44000.0,Višnjička banja,2010.0,Palilula,46.0,1.5,3,4,stan,Sestara Janković,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,956.52173913,"Sestara Janković, Beograd","(44.813686, 20.5430664)"
3500,83000.0,Cerak,1985.0,Čukarica,88.0,3.5,2,4,stan,Petefijeva,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,943.181818182,"Petefijeva, Beograd","(44.750565, 20.4184051)"
3508,47000.0,Medaković 2,2016.0,Voždovac,75.0,2.5,,3,stan,Mokroluška,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,626.666666667,"Mokroluška, Beograd","(44.7775292, 20.4984017)"
3509,37000.0,Medaković,2016.0,Voždovac,60.0,1.5,,3,stan,Mokroluška,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,616.666666667,"Mokroluška, Beograd","(44.7775292, 20.4984017)"
3510,30600.0,Borča,2012.0,Palilula,36.0,1.0,2,4,stan,Ivana Milutinovića,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,850.0,"Ivana Milutinovića, Beograd","(44.8784475, 20.4665281)"
3514,74000.0,Dušanovac,1965.0,Voždovac,64.0,2.0,3,4,stan,Ustanicka,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1156.25,"Ustanicka, Beograd","(44.7827419, 20.506166)"
3515,230000.0,,2014.0,Zvezdara,172.0,5.0,4,6,stan,Vladimira Gortana,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1337.20930233,"Vladimira Gortana, Beograd","(44.7863832, 20.5156806)"
3517,125000.0,Olimp,1970.0,Zvezdara,91.0,4.0,1,2,stan,Duvanjska,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1373.62637363,"Duvanjska, Beograd","(44.7945811, 20.513637)"
3518,81360.0,Višnjička banja,2017.0,Palilula,68.0,3.0,2,4,stan,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1196.47058824,"Višnjička banja, Beograd","(44.816912, 20.5338566)"
3519,56736.0,Višnjička banja,2017.0,Palilula,47.0,2.0,,4,stan,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1207.14893617,"Višnjička banja, Beograd","(44.816912, 20.5338566)"
3520,64140.0,Višnjička banja,2017.0,Palilula,53.0,2.0,2,4,stan,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1210.18867925,"Višnjička banja, Beograd","(44.816912, 20.5338566)"
3521,85776.0,Višnjička banja,2017.0,Palilula,71.0,3.0,2,4,stan,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1208.11267606,"Višnjička banja, Beograd","(44.816912, 20.5338566)"
3522,86520.0,Višnjička banja,2017.0,Palilula,72.0,3.0,,4,stan,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1201.66666667,"Višnjička banja, Beograd","(44.816912, 20.5338566)"
3523,87720.0,Višnjička banja,2017.0,Palilula,73.0,3.0,2,4,stan,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1201.64383562,"Višnjička banja, Beograd","(44.816912, 20.5338566)"
3524,236698.0,Višnjička banja,2017.0,Palilula,169.0,5.0,4,4,stan,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1400.57988166,"Višnjička banja, Beograd","(44.816912, 20.5338566)"
3525,25500.0,Kumodraž 3,2017.0,Voždovac,25.0,1.0,1,3,stan,Vojvode Vlahovića,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1020.0,"Vojvode Vlahovića, Beograd","(44.7632873, 20.504213)"
3526,95000.0,Trošarina,2014.0,Voždovac,70.0,2.5,1,7,stan,Kaplara Momčila Gavrića,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1357.14285714,"Kaplara Momčila Gavrića, Beograd","(44.7590471, 20.4876968)"
3527,60900.0,Nova Galenika,1984.0,Zemun,109.0,3.5,4,4,stan,Josipa Šenera,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,558.71559633,"Josipa Šenera, Beograd","(44.8546735, 20.3688786)"
3528,80000.0,Kalenić pijaca,2012.0,Vračar,45.0,1.5,1,4,stan,Trnska,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1777.77777778,"Trnska, Beograd","(44.8027465, 20.4773763)"
3529,46000.0,Bele vode,1970.0,Čukarica,50.0,2.0,,3,stan,Buda Tomovića,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,920.0,"Buda Tomovića, Beograd","(44.7487702, 20.40646)"
3530,210000.0,FON,1995.0,Voždovac,167.0,5.0,1,2,stan,Kostolačka,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1257.48502994,"Kostolačka, Beograd","(44.7711778, 20.4792944)"
3531,93000.0,Braće Jerković,2016.0,Voždovac,120.0,2.5,1,6,stan,Vojvode Vlahovića,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,775.0,"Vojvode Vlahovića, Beograd","(44.7632873, 20.504213)"
3533,47512.0,Višnjička banja,2017.0,Palilula,38.0,1.0,2,4,stan,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1250.31578947,"Višnjička banja, Beograd","(44.816912, 20.5338566)"
3535,56088.0,Višnjička banja,2017.0,Palilula,47.0,2.0,2,4,stan,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1193.36170213,"Višnjička banja, Beograd","(44.816912, 20.5338566)"
3536,57276.0,Višnjička banja,2017.0,Palilula,48.0,2.0,4,4,stan,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1193.25,"Višnjička banja, Beograd","(44.816912, 20.5338566)"
3537,59124.0,Višnjička banja,2017.0,Palilula,49.0,2.0,2,4,stan,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1206.6122449,"Višnjička banja, Beograd","(44.816912, 20.5338566)"
3538,73000.0,Cerak,1972.0,Čukarica,74.0,3.0,1,2,stan,Prištinska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,986.486486486,"Prištinska, Beograd","(44.7526235, 20.4211799)"
3539,88000.0,Miljakovac 2,1992.0,Rakovica,95.0,4.0,5,5,stan,Nikole Marakovica,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,926.315789474,"Nikole Marakovica, Beograd","(44.7469633, 20.4597296)"
3540,61420.0,Centar (Savski venac),1940.0,Savski Venac,37.0,1.0,,3,stan,Admirala Geprata 9,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1660.0,"Admirala Geprata 9, Beograd","(44.808695, 20.4599355917805)"
3544,86700.0,Đeram pijaca,2016.0,Zvezdara,50.0,2.0,7,7,stan,Zahumska,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1734.0,"Zahumska, Beograd","(44.8038749, 20.4822513)"
3547,91000.0,Đeram pijaca,2010.0,Zvezdara,57.0,2.5,2,4,stan,Đakovačka,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1596.49122807,"Đakovačka, Beograd","(44.8011487, 20.4897608)"
3548,59000.0,Karaburma,1971.0,Palilula,69.0,2.5,3,3,stan,Salvadora Aljendea,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,855.072463768,"Salvadora Aljendea, Beograd","(44.8072326, 20.522297)"
3549,37100.0,Borča,2013.0,Palilula,53.0,3.0,2,,stan,Kumanička 28,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,700.0,"Kumanička 28, Beograd","(44.8793849, 20.4770785)"
3552,40011.0,Mirijevo,2010.0,Zvezdara,42.0,2.0,,2,stan,Vitezova Karađorđeve zvezde,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,952.642857143,"Vitezova Karađorđeve zvezde, Beograd","(44.7947108, 20.5324932)"
3553,23500.0,Mirijevo,2016.0,Zvezdara,25.0,0.5,1,3,stan,Jovanke Radaković,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,940.0,"Jovanke Radaković, Beograd","(44.8026064, 20.5185846)"
3556,79900.0,Čubura,1965.0,Vračar,52.0,2.0,5,7,stan,Cerska,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1536.53846154,"Cerska, Beograd","(44.3780846, 20.2810314)"
3557,34000.0,Dušanovac,2004.0,Voždovac,21.0,0.5,,8,stan,Vitanovačka,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1619.04761905,"Vitanovačka, Beograd","(44.7781283, 20.4771848)"
3560,430000.0,Pravni fakultet,2007.0,Vračar,159.0,5.0,4,6,stan,Prote Mateje,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2704.40251572,"Prote Mateje, Beograd","(44.3794977, 20.2474718)"
3563,70000.0,Višnjička banja,2008.0,Palilula,103.0,2.5,5,6,stan,Branislava Stankovića,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,679.611650485,"Branislava Stankovića, Beograd","(44.8241494, 20.546528)"
3564,46500.0,Karaburma,2016.0,Palilula,70.0,2.0,5,5,stan,Salvadora Aljendea,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,664.285714286,"Salvadora Aljendea, Beograd","(44.8072326, 20.522297)"
3565,95000.0,Pravni fakultet,1970.0,Vračar,76.0,3.0,,6,stan,Svetozara Markovića,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1250.0,"Svetozara Markovića, Beograd","(44.8048903, 20.4654048)"
3566,395000.0,Lisičji potok,2013.0,Savski Venac,232.0,6.0,,3,stan,Diane Budisavljević,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1702.5862069,"Diane Budisavljević, Beograd","(44.8002679, 20.3211913)"
3567,67000.0,Borča 4,1982.0,Palilula,80.0,3.0,3,4,stan,-Ranka Miljića,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,837.5,"-Ranka Miljića, Beograd","(44.8832646, 20.4516621)"
3569,35000.0,Borča 1,2006.0,Palilula,51.0,2.0,4,4,stan,Sonje Marinković,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,686.274509804,"Sonje Marinković, Beograd","(44.8416521, 20.4136952)"
3570,53000.0,Mirijevo,2013.0,Zvezdara,48.0,2.0,1,3,stan,Rudi Čajaveca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1104.16666667,"Rudi Čajaveca, Beograd","(44.7922769, 20.5431331)"
3571,48000.0,Ledine,2007.0,Novi Beograd,55.0,3.0,,2,stan,Konstantina Danila,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,872.727272727,"Konstantina Danila, Beograd","(44.7987445, 20.3364589)"
3573,189900.0,Dorćol,2000.0,Stari grad,145.0,5.0,7,8,stan,Senjanina Ive,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1309.65517241,"Senjanina Ive, Beograd","(44.8207967, 20.4697887)"
3574,59900.0,Centar (Stari grad),1936.0,Stari grad,23.0,0.5,,5,stan,Gospodar Jevremova,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2604.34782609,"Gospodar Jevremova, Beograd","(44.8181112, 20.464241)"
3577,114900.0,Bele vode,1972.0,Čukarica,91.0,3.0,1,2,stan,Bele vode,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1262.63736264,"Bele vode, Beograd","(44.7504778, 20.4060418)"
3578,95000.0,Olimp,2015.0,Zvezdara,83.0,3.5,,3,stan,Lošinjska,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1144.57831325,"Lošinjska, Beograd","(44.7872487, 20.5224328)"
3579,128900.0,Saobraćajni fakultet,2006.0,Voždovac,92.0,3.0,6,7,stan,Vojvode Stepe,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1401.08695652,"Vojvode Stepe, Beograd","(44.6110625, 20.4020158)"
3582,45000.0,Karaburma,1970.0,Palilula,47.0,2.0,4,5,stan,Pjera Križanića,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,957.446808511,"Pjera Križanića, Beograd","(44.8100671, 20.5180121)"
3584,205000.0,Centar (Stari grad),1939.0,Stari grad,102.0,3.0,2,4,stan,Palmotićeva,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2009.80392157,"Palmotićeva, Beograd","(44.8135834, 20.4687669)"
3587,176000.0,Tašmajdan,2014.0,Palilula,88.0,3.0,5,6,stan,Ivankovačka,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2000.0,"Ivankovačka, Beograd","(44.8079751, 20.4796074)"
3588,39000.0,,2009.0,Zvezdara,35.0,1.0,,4,stan,Petra Škundrića,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1114.28571429,"Petra Škundrića, Beograd","(44.7893176, 20.5045842)"
3595,40800.0,Borča 1,1975.0,Palilula,51.0,2.0,2,3,stan,Niška,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,800.0,"Niška, Beograd","(44.3876008, 20.2614179)"
3597,43300.0,Altina,2017.0,Zemun,46.0,2.0,1,2,stan,Ugrinovački put 8.deo,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,941.304347826,"Ugrinovački put 8.deo, Beograd","(44.8537936, 20.3555788)"
3602,29900.0,Olimp,2008.0,Zvezdara,304.0,0.5,,4,stan,Dragoljuba Ristića,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,98.3552631579,"Dragoljuba Ristića, Beograd","(44.7924863, 20.5219418)"
3603,61000.0,Gornji grad,2015.0,Zemun,60.0,2.0,1,3,stan,Pregrevica,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1016.66666667,"Pregrevica, Beograd","(44.8507798, 20.4052803)"
3605,29500.0,Braće Jerković,2016.0,Voždovac,39.0,1.5,,4,stan,Vojvode Vlahovica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,756.41025641,"Vojvode Vlahovica, Beograd","(44.7632873, 20.504213)"
3606,36000.0,Kumodraž,2000.0,Voždovac,59.0,2.0,,3,stan,Vojvode Stepe,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,610.169491525,"Vojvode Stepe, Beograd","(44.6110625, 20.4020158)"
3607,57000.0,Ledine,2011.0,Novi Beograd,64.0,2.0,2,3,stan,Vladimira Pogačića,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,890.625,"Vladimira Pogačića, Beograd","(44.803336, 20.3561007)"
3610,180000.0,Hotel Mladost,2006.0,Voždovac,104.0,4.0,1,3,stan,Bulevar oslobođenja,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1730.76923077,"Bulevar oslobođenja, Beograd","(42.9962093, 21.9448471)"
3612,154480.0,Crveni krst,2016.0,Vračar,72.0,3.0,1,5,stan,Bojanska,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2145.55555556,"Bojanska, Beograd","(44.7960558, 20.483891)"
3613,200000.0,Lion,2006.0,Zvezdara,106.0,3.0,1,4,stan,Subotička,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1886.79245283,"Subotička, Beograd","(44.7931164, 20.4994399)"
3615,210000.0,Dedinje,2010.0,Savski Venac,118.0,4.0,1,3,stan,Miloja Đaka,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1779.66101695,"Miloja Đaka, Beograd","(44.7658527, 20.4576478)"
3618,125000.0,Hram Svetog Save,2004.0,Vračar,83.0,2.5,4,4,stan,Sokolska,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1506.02409639,"Sokolska, Beograd","(44.7980818, 20.4730135)"
3619,140000.0,Hram Svetog Save,2004.0,Vračar,80.0,2.5,4,4,stan,Sokolska,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1750.0,"Sokolska, Beograd","(44.7980818, 20.4730135)"
3621,99000.0,Crveni krst,1965.0,Vračar,71.0,3.0,2,8,stan,Vojislava Ilića,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1394.36619718,"Vojislava Ilića, Beograd","(44.7924687, 20.4964823)"
3623,76000.0,Braće Jerković,2004.0,Voždovac,72.0,2.5,,7,stan,Zaplanjska,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1055.55555556,"Zaplanjska, Beograd","(44.7778095, 20.4880566)"
3624,175000.0,Hram Svetog Save,1939.0,Vračar,130.0,4.0,3,4,stan,Patrijarha Varnave,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1346.15384615,"Patrijarha Varnave, Beograd","(44.797161, 20.4721654)"
3625,74900.0,Institut za majku i dete,1950.0,Novi Beograd,79.0,3.0,5,6,stan,Radoja Dakića,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,948.101265823,"Radoja Dakića, Beograd","(44.8318494, 20.4019273)"
3628,64900.0,Višnjička banja,2007.0,Palilula,76.0,2.5,4,4,stan,Stojana Stoleta Aranđelovića,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,853.947368421,"Stojana Stoleta Aranđelovića, Beograd","(44.8127549, 20.5406379)"
3629,104400.0,Karaburma,2015.0,Palilula,87.0,4.0,1,7,stan,Vojvode Micka Krstica 1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1200.0,"Vojvode Micka Krstica 1, Beograd","(44.8174966, 20.5022403)"
3630,722800.0,Karaburma,2014.0,Palilula,62.0,2.5,5,7,stan,Vojvode Micka Krstica 1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,11658.0645161,"Vojvode Micka Krstica 1, Beograd","(44.8174966, 20.5022403)"
3632,120000.0,Profesorska kolonija,1961.0,Palilula,85.0,3.0,6,7,stan,Cvijićeva,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1411.76470588,"Cvijićeva, Beograd","(44.8165879, 20.4769848)"
3636,45000.0,Višnjička banja,1990.0,Palilula,67.0,3.0,,2,stan,Lepe Stamenković,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,671.641791045,"Lepe Stamenković, Beograd","(44.8206841, 20.5383713)"
3638,27000.0,Borča,2016.0,Palilula,40.0,2.0,3,4,stan,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,675.0,"Borča, Beograd","(44.8821959, 20.4576073)"
3639,99000.0,Centar (Stari grad),1960.0,Stari grad,60.0,2.0,3,6,stan,Lomina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1650.0,"Lomina, Beograd","(44.8116646, 20.4575598)"
3640,46300.0,Olimp,2010.0,Zvezdara,43.0,2.0,,3,stan,Steve Vargaša,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1076.74418605,"Steve Vargaša, Beograd","(44.782704, 20.5255566)"
3642,86185.0,Karaburma,2014.0,Palilula,63.0,2.5,6,7,stan,Vojvode Micka Krstica 1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1368.01587302,"Vojvode Micka Krstica 1, Beograd","(44.8174966, 20.5022403)"
3643,72208.0,Karaburma,2014.0,Palilula,63.0,2.5,1,7,stan,Vojvode Micka Krstica 1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1146.15873016,"Vojvode Micka Krstica 1, Beograd","(44.8174966, 20.5022403)"
3644,70400.0,Karaburma,2015.0,Palilula,64.0,2.5,2,7,stan,Vojvode Micka Krstica 1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1100.0,"Vojvode Micka Krstica 1, Beograd","(44.8174966, 20.5022403)"
3645,65000.0,Karaburma,2015.0,Palilula,52.0,2.5,4,7,stan,Vojvode Micka Krstica 1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1250.0,"Vojvode Micka Krstica 1, Beograd","(44.8174966, 20.5022403)"
3646,81312.0,Karaburma,2015.0,Palilula,68.0,2.5,5,7,stan,Vojvode Micka Krstica 1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1195.76470588,"Vojvode Micka Krstica 1, Beograd","(44.8174966, 20.5022403)"
